,TOP0_name,TOP0_role,TOP0_champion,TOP0_winrate,TOP0_wins,TOP0_losses,JGL0_name,JGL0_role,JGL0_champion,JGL0_winrate,JGL0_wins,JGL0_losses,MID0_name,MID0_role,MID0_champion,MID0_winrate,MID0_wins,MID0_losses,ADC0_name,ADC0_role,ADC0_champion,ADC0_winrate,ADC0_wins,ADC0_losses,SUP0_name,SUP0_role,SUP0_champion,SUP0_winrate,SUP0_wins,SUP0_losses,TOP1_name,TOP1_role,TOP1_champion,TOP1_winrate,TOP1_wins,TOP1_losses,JGL1_name,JGL1_role,JGL1_champion,JGL1_winrate,JGL1_wins,JGL1_losses,MID1_name,MID1_role,MID1_champion,MID1_winrate,MID1_wins,MID1_losses,ADC1_name,ADC1_role,ADC1_champion,ADC1_winrate,ADC1_wins,ADC1_losses,SUP1_name,SUP1_role,SUP1_champion,SUP1_winrate,SUP1_wins,SUP1_losses
EUW1_6140854942,ScoobyStacks,TOP,Illaoi,0.5522388059701493,37,30,XxanthorX,JGL,DrMundo,0.47058823529411764,8,9,Totalchi,MID,Heimerdinger,0.0,0,1,DavidPhreakT,ADC,Jhin,1.0,1,0,MrLovaLovaaa,SUP,Senna,0.576271186440678,34,25,See you next,TOP,Graves,0.4,2,3,Meiyaoshidesuo,JGL,Talon,0.5454545454545454,6,5,6148nekA,MID,Sylas,0.41935483870967744,13,18,qegke,ADC,Kaisa,-1.0,-1,-1,Q bao,SUP,MissFortune,-1.0,-1,-1
EUW1_6141864782,Ustymorafidef,TOP,Darius,0.6,36,24,Akavali,JGL,Vi,0.5568982880161127,553,440,RUUUFUUUS,MID,Sylas,0.0,0,1,ApfelStrudel,ADC,Jhin,0.5662650602409639,94,72,PK2 TuchoXZ,SUP,Yuumi,0.5671641791044776,38,29,Morau McCarnathy,TOP,Ekko,0.5833333333333334,14,10,solo fumo camel,JGL,Belveth,0.7142857142857143,5,2,TheRealKeynes,MID,Viktor,0.4968152866242038,78,79,Deathligh,ADC,Caitlyn,0.6923076923076923,18,8,Jhinetic 4sight,SUP,Renata,-1.0,-1,-1
EUW1_6126435828,Swyessgar,TOP,Garen,-1.0,-1,-1,Atompilz,JGL,Diana,0.5138339920948617,130,123,Dastleannata,MID,Zed,0.563265306122449,138,107,Arel A D C,ADC,Veigar,0.5217391304347826,24,22,Ltkillemalot,SUP,Thresh,0.4666666666666667,7,8,Crêpes Nutella,TOP,Cassiopeia,0.6363636363636364,14,8,Estarossa sama,JGL,Kayn,0.5520295202952029,748,607,Evil 7oda,MID,Fizz,0.5639097744360902,450,348,Prayyd The Cook,ADC,Kaisa,0.5531914893617021,26,21,KarusselbremserS,SUP,Bard,0.543859649122807,31,26
EUW1_6141719743,Lawzooka,TOP,Illaoi,0.7692307692307693,10,3,The Space Beard,JGL,Zac,-1.0,-1,-1,Gaegoso,MID,Brand,-1.0,-1,-1,Senshi Reborn,ADC,MissFortune,-1.0,-1,-1,zoparwoman,SUP,Yuumi,-1.0,-1,-1,Hinã Blade,TOP,Vayne,0.6363636363636364,7,4,Lilixaa,JGL,Evelynn,-1.0,-1,-1,Airteh,MID,Lux,0.5691318327974276,177,134,S t r α y,ADC,Jinx,0.5535714285714286,62,50,Worlds Carmelo,SUP,Thresh,1.0,1,0
EUW1_6130555490,Paracheirodon,TOP,Malphite,0.5,1,1,Sushigrillé,JGL,Hecarim,0.5568862275449101,93,74,OverBetTurn,MID,Katarina,0.45569620253164556,36,43,Tiryns,ADC,Quinn,0.75,3,1,Zimpan123,SUP,Velkoz,0.5845410628019324,121,86,SBR Linndow,TOP,Maokai,0.3333333333333333,1,2,FARMIN ARLERT,JGL,Blitzcrank,-1.0,-1,-1,Coolyc,MID,Malzahar,0.5348837209302325,23,20,SBR Rooveno,ADC,Lucian,-1.0,-1,-1,pet is my daddy,SUP,Nami,-1.0,-1,-1
EUW1_6141752033,care my daggers,TOP,Olaf,0.5754189944134078,206,152,Dexedy,JGL,Ekko,0.0,0,2,Prodyge 94,MID,Lux,0.5862068965517241,68,48,Brand New Main,ADC,Tristana,0.3076923076923077,4,9,Dselijkellana,SUP,Heimerdinger,0.0,0,1,Professor Pomsky,TOP,Belveth,0.7407407407407407,20,7,Jilahn0,JGL,Kayn,0.5639386189258312,441,341,RibozoM,MID,Leblanc,0.5,3,3,QuatruS,ADC,Jhin,0.48148148148148145,13,14,Temp20222143,SUP,Senna,0.8888888888888888,8,1
EUW1_6141556336,xZeyal,TOP,Jax,1.0,2,0,EN FULL TRYTRY,JGL,Kayn,0.5833333333333334,14,10,Kserek,MID,Viktor,0.8,4,1,Xalø,ADC,Kaisa,0.5655737704918032,69,53,BingBong44,SUP,Brand,0.75,9,3,FDM LucKK,TOP,Aatrox,-1.0,-1,-1,Barethika Eune,JGL,Nunu,-1.0,-1,-1,Fînal,MID,Ahri,0.43333333333333335,13,17,G2 Touter,ADC,TwistedFate,0.5,1,1,RGO promisq,SUP,Malphite,0.0,0,5
EUW1_6140627518,FERALINSTINKT,TOP,Fiora,0.4,4,6,TFP Donnie,JGL,Viego,0.6666666666666666,4,2,legenden Bakke,MID,Vex,1.0,1,0,dz1rf,ADC,Kaisa,0.5272727272727272,203,182,Ashyla,SUP,Gragas,0.45454545454545453,40,48,Ritchitbylo,TOP,Aatrox,0.640625,41,23,Heartless Player,JGL,Warwick,0.5342465753424658,78,68,kqmcznkxy,MID,Fizz,0.36363636363636365,4,7,newboyjeff,ADC,Varus,0.0,0,1,CODXILEF88,SUP,Maokai,0.5909090909090909,26,18
EUW1_6141824473,raptor doublemax,TOP,Akshan,-1.0,-1,-1,Aycow,JGL,LeeSin,0.25,2,6,SKG Locke,MID,Sylas,-1.0,-1,-1,Krowliñe,ADC,Yasuo,-1.0,-1,-1,Virtual,SUP,Pyke,-1.0,-1,-1,Mcsofty,TOP,Tryndamere,-1.0,-1,-1,Noorα,JGL,Amumu,-1.0,-1,-1,janekT,MID,Leblanc,0.5,3,3,Hero of Ferelden,ADC,Varus,0.625,15,9,Nerve Lucky,SUP,Lulu,0.3181818181818182,7,15
EUW1_6138369539,Froz3enGRAVITY,TOP,Ashe,1.0,1,0,XxlilltoxicxX,JGL,Graves,0.8,8,2,LiLeqend,MID,Yasuo,0.7027027027027027,26,11,Telesterion,ADC,Jhin,0.5662650602409639,47,36,BathroomSurvivor,SUP,Xerath,0.4418604651162791,19,24,IDoragon,TOP,KSante,0.5,2,2,intyoufreak,JGL,Karthus,0.5,6,6,Shyliiv,MID,Ahri,0.2,1,4,Singorghini,ADC,Nilah,0.5714285714285714,4,3,SlëepyAkalı,SUP,Renata,-1.0,-1,-1
EUW1_6136333150,Kazuya San,TOP,XinZhao,-1.0,-1,-1,Ferrarii Skarner,JGL,Zac,0.5714285714285714,8,6,4x4,MID,Zed,0.47058823529411764,8,9,Xi Jhinping 4th,ADC,Jhin,0.5417789757412399,201,170,agambita,SUP,Zyra,0.5151515151515151,119,112,Dive High,TOP,Teemo,0.5517241379310345,32,26,mute all fast,JGL,LeeSin,0.35714285714285715,5,9,Jaxson1,MID,Irelia,0.578544061302682,151,110,Tlenz04,ADC,Caitlyn,0.35714285714285715,5,9,Malzinger,SUP,Bard,-1.0,-1,-1
EUW1_6141848942,ΙNTΕR,TOP,Akshan,0.5058139534883721,87,85,DeathınBalcks,JGL,Zac,0.46153846153846156,6,7,ricnailow,MID,Zed,0.5658914728682171,146,112,the sock sniffer,ADC,Twitch,0.504739336492891,213,209,Zhabo,SUP,Yuumi,0.6111111111111112,11,7,Whiterat,TOP,Gangplank,0.5185537583254044,545,506,KiffGrasTüte,JGL,Shyvana,0.6666666666666666,60,30,SF Z3D Tangana,MID,Katarina,0.5357142857142857,30,26,BoolIllIl,ADC,Varus,0.6,18,12,ZPR Mirko,SUP,Nautilus,0.0,0,1
EUW1_6141813377,Zero Requıem,TOP,KSante,1.0,1,0,ashaaaa,JGL,Diana,1.0,5,0,Chocobone,MID,Qiyana,0.6016949152542372,71,47,Emschy,ADC,Xayah,0.6666666666666666,6,3,LablandasKingdom,SUP,Nami,0.5403726708074534,87,74,F3NR1S,TOP,Yorick,0.5360824742268041,260,225,BestAmumuJungler,JGL,Amumu,0.6042553191489362,142,93,schnizel01,MID,Akali,0.542016806722689,129,109,GodlyApe,ADC,Nilah,0.5,22,22,ImbaGurra,SUP,Sona,0.0,0,2
EUW1_6138215410,ThirtyFPS,TOP,KSante,0.42857142857142855,6,8,xXxPRO360PUKExXx,JGL,MasterYi,0.0,0,2,Pyke From BelowW,MID,Leblanc,0.5,1,1,Mamba Lekù,ADC,Jhin,0.5932203389830508,70,48,inputBADAZZNAME,SUP,Blitzcrank,0.49375,79,81,SulfurRingROKer,TOP,Mordekaiser,0.524390243902439,43,39,I carry dont cry,JGL,Vi,0.5284090909090909,465,415,Yticide,MID,Swain,0.717948717948718,28,11,Kim Shockz,ADC,Jinx,0.4827586206896552,14,15,Swift Jinx,SUP,Lulu,0.5529411764705883,94,76
EUW1_6021096366,Boosta96,TOP,Chogath,0.4634146341463415,19,22,GG Orri,JGL,Volibear,0.6428571428571429,63,35,Cekosky,MID,Ahri,0.5371900826446281,195,168,Miyoki,ADC,Tristana,0.5432098765432098,44,37,ElvissTek,SUP,Pyke,0.5782312925170068,85,62,SXT Naki,TOP,Camille,0.5735294117647058,39,29,Lord Of Gap,JGL,Khazix,0.2222222222222222,2,7,Jackie Trung,MID,Ziggs,0.5333333333333333,8,7,abzqu,ADC,Ezreal,0.4444444444444444,4,5,Rinichan,SUP,Karma,0.5833333333333334,7,5
EUW1_6141738054,v0nDa,TOP,Aatrox,0.7142857142857143,10,4,Daniate,JGL,Belveth,0.5511111111111111,124,101,ICA Hans,MID,Ahri,0.42857142857142855,3,4,P1W1 V1,ADC,Jinx,0.45,9,11,Light Sentinels,SUP,Nami,0.5166666666666667,31,29,Héi,TOP,Jax,0.2857142857142857,2,5,Freizor,JGL,Graves,0.625,15,9,VladiToTheMir,MID,Xerath,0.5555555555555556,10,8,szesciopak zubra,ADC,Varus,0.0,0,1,Its okay im good,SUP,Soraka,0.5952380952380952,25,17
EUW1_6134545424,goddess complex,TOP,Olaf,0.0,0,1,DiThunder,JGL,Diana,0.16666666666666666,1,5,nexroc,MID,TwistedFate,0.5652173913043478,13,10,Jolliffe,ADC,Ezreal,0.36363636363636365,4,7,Navier,SUP,Yuumi,0.5238095238095238,33,30,Oct0berzzz,TOP,MonkeyKing,0.5,1,1,Hide 0n bu3h,JGL,Talon,0.6666666666666666,28,14,Krafokiro,MID,Irelia,0.6304347826086957,29,17,Tyamo xd,ADC,Caitlyn,0.3333333333333333,1,2,Gornencin,SUP,Zyra,0.6086956521739131,14,9
EUW1_6140145666,Totor le Warrior,TOP,Nasus,0.5882352941176471,20,14,RoZZeCore,JGL,Graves,0.5294117647058824,9,8,jarryjudini,MID,Vladimir,0.5055555555555555,91,89,NeeYRaaz,ADC,Jinx,0.55,11,9,VemGörEnsSå,SUP,Nami,0.5057471264367817,44,43,BgG JayDee,TOP,Garen,0.5304347826086957,61,54,bronze lux main,JGL,Viego,0.5277280858676208,295,264,xXxXErEbOsSXxXx,MID,Azir,0.0,0,2,Gloxinla,ADC,Kaisa,0.09090909090909091,1,10,joxnacos,SUP,Janna,0.56,98,77
EUW1_6139487891,HippoSaver8000,TOP,TahmKench,0.0,0,1,Arckanto,JGL,Evelynn,0.0,0,1,joolino,MID,Zed,0.16666666666666666,1,5,lolzer12,ADC,Twitch,0.25,1,3,immot1,SUP,Brand,0.25,1,3,KrypT4l,TOP,KSante,-1.0,-1,-1,Zèbra,JGL,Nidalee,-1.0,-1,-1,Greiny McFeyl,MID,Syndra,0.0,0,1,circhi,ADC,Kalista,-1.0,-1,-1,Yes iz ze Varus,SUP,Zyra,0.5159235668789809,81,76
EUW1_6057149582,DadTapASS,TOP,Yone,0.4375,7,9,WEBĆUM MODEL,JGL,Vi,0.5,1,1,i will escape,MID,Viktor,0.0,0,1,Humble King,ADC,Ezreal,0.3333333333333333,1,2,Kantkum,SUP,FiddleSticks,-1.0,-1,-1,Çatalavrat,TOP,Urgot,-1.0,-1,-1,LeftHandTot,JGL,Evelynn,1.0,1,0,PereCabotaa,MID,Leblanc,0.38636363636363635,17,27,qtwiththebooty,ADC,Kalista,0.6666666666666666,2,1,keanga,SUP,Leona,0.5714285714285714,8,6
EUW1_6119138699,Sołaris,TOP,Nocturne,0.5,3,3,bzfghov,JGL,Sejuani,0.6666666666666666,2,1,Drawned,MID,Vex,0.5,6,6,ZombeQ,ADC,Twitch,0.7321428571428571,41,15,Cant touch that,SUP,Blitzcrank,0.5483870967741935,51,42,OnlyFızzz,TOP,Warwick,0.0,0,1,Forddead,JGL,Trundle,0.5,5,5,CIITA,MID,Ahri,0.4166666666666667,5,7,Victortoti,ADC,Jinx,0.25,1,3,Herblore,SUP,Lulu,0.45,45,55
EUW1_6136949714,Tosti Kaas,TOP,Sett,0.5,3,3,Bearyyy the PRO,JGL,Khazix,0.5625,36,28,im wide ,MID,Ekko,0.5142857142857142,18,17,PME Feelix,ADC,Jinx,-1.0,-1,-1,T1 Kata,SUP,Rakan,0.603448275862069,70,46,Sage Aesthetics,TOP,Aatrox,0.4,4,6,Moyong Yul Cheon,JGL,Kayn,0.5306004618937644,919,813,AnG Gon,MID,Galio,0.0,0,1,big volume brain,ADC,Vayne,0.631578947368421,12,7,DrKorrekt,SUP,Bard,0.6333333333333333,19,11
EUW1_6117853245,Floating Bunny,TOP,Poppy,0.4,2,3,carter1co,JGL,Qiyana,0.38,19,31,MVP Dash,MID,Brand,0.5043156596794082,409,402,YeetYeetYeetTilt,ADC,Ezreal,0.6341463414634146,26,15,G2 Slava Marlow,SUP,Lux,0.0,0,1,emptiness vessel,TOP,Gangplank,0.4864864864864865,18,19,Ceryto,JGL,Lillia,0.5466666666666666,123,102,Rainfall,MID,Diana,0.5663716814159292,128,98,Puƒƒı,ADC,Kaisa,0.6666666666666666,2,1,chus zgz,SUP,Ashe,0.6842105263157895,13,6
EUW1_6140938117,Wendal Online,TOP,Jayce,-1.0,-1,-1,Glarck,JGL,Zac,0.3333333333333333,1,2,Seat Ibiza 65 CV,MID,Anivia,-1.0,-1,-1,Emlin,ADC,MissFortune,-1.0,-1,-1,VectorKun,SUP,Pyke,0.2,1,4,Ha1derAckermann,TOP,Vladimir,0.5769230769230769,15,11,Red Hut,JGL,Graves,0.5769230769230769,105,77,happywindnan,MID,Orianna,0.6666666666666666,2,1,Atanas Rakov,ADC,Ashe,-1.0,-1,-1,EViL KERiA 666,SUP,Lulu,0.6551724137931034,38,20
EUW1_5831408018,Dabeil,TOP,Sion,0.7272727272727273,8,3,Ziksanio,JGL,Nocturne,-1.0,-1,-1,UNITED UNICEF,MID,Cassiopeia,0.6097560975609756,50,32,Screew,ADC,Jinx,0.38461538461538464,10,16,Blubberbläschen,SUP,Senna,0.6,18,12,BatlleFR,TOP,Chogath,0.375,6,10,cry alone,JGL,MonkeyKing,0.6944444444444444,75,33,Ciamlee,MID,Kassadin,0.5797101449275363,120,87,KC Haïse,ADC,Kalista,0.5362318840579711,37,32,Njðrd,SUP,Yuumi,0.6,21,14
EUW1_6141516218,MAMMOETTANKER,TOP,KSante,0.6351351351351351,47,27,ashof flyer,JGL,Viego,0.5272727272727272,29,26,PretaPath,MID,Yone,0.49056603773584906,26,27,ZenaPwr,ADC,Vayne,0.4915254237288136,87,90,Zkelly lé banana,SUP,Morgana,0.4642857142857143,52,60,Riyad,TOP,Shen,0.58,29,21,Bernalenteg,JGL,Hecarim,0.475,38,42,Mhmm Miam Miam,MID,Chogath,0.5591766723842195,326,257,BOSNIAQUE MOROSE,ADC,Varus,0.6,3,2,on my way,SUP,Ashe,0.559322033898305,33,26
EUW1_6129179159,Eshunsham,TOP,Urgot,0.6136363636363636,54,34,V comme Vitesse,JGL,Hecarim,0.5714285714285714,28,21,Gremas,MID,Ahri,0.6216216216216216,69,42,LeVerDur,ADC,Zeri,0.45454545454545453,30,36,4SubhumansFound,SUP,Lux,1.0,5,0,AngelOfWar23,TOP,Gragas,0.0,0,1,SoyTu KiwiSenpai,JGL,Khazix,0.5104166666666666,49,47,ÀñÞ,MID,Kindred,0.41379310344827586,12,17,SnaiR 30,ADC,Kaisa,0.44594594594594594,33,41,DARKNIGHTISBACK,SUP,Lulu,0.5,36,36
EUW1_6135223516,heliotelli,TOP,Gragas,-1.0,-1,-1,Bìll,JGL,JarvanIV,1.0,1,0,Dani A Legenda,MID,Varus,0.5967741935483871,37,25,zau,ADC,Sivir,0.42105263157894735,8,11,Not DoR,SUP,Janna,-1.0,-1,-1,RyuToast,TOP,Warwick,0.0,0,2,Saiyanity,JGL,LeeSin,0.463855421686747,77,89,hi iam trash,MID,Vex,0.5138121546961326,93,88,Taking Mid Back,ADC,Draven,-1.0,-1,-1,The Yorick,SUP,Blitzcrank,-1.0,-1,-1
EUW1_6128112194,Mx5 Micha,TOP,Jax,0.5227272727272727,23,21,Csmn,JGL,Hecarim,-1.0,-1,-1,THATWAS NOTMESRY,MID,Zed,0.5238095238095238,22,20,LeekLord,ADC,Twitch,0.6666666666666666,8,4,UTIcollector,SUP,Lulu,0.42857142857142855,3,4,Caleryth,TOP,Fiora,0.508695652173913,117,113,tollyneytor96,JGL,Viego,0.475,38,42,Ikky,MID,Katarina,0.5426136363636364,382,322,Lil M Rajoy,ADC,Samira,-1.0,-1,-1,El Donpoia,SUP,Leona,0.5299145299145299,62,55
EUW1_6116118602,SettIlKing,TOP,Jayce,0.0,0,2,Ta ta di,JGL,Evelynn,0.5152027027027027,305,287,Dausdrengen,MID,Vladimir,0.6,3,2,Romkuglen,ADC,Tristana,0.5945945945945946,22,15,BoostedKeaton ,SUP,Nami,-1.0,-1,-1,xFaridGangBang69,TOP,Malphite,0.42857142857142855,3,4,Le ChÌffre,JGL,Diana,1.0,1,0,IIIIllIIIlII,MID,Yasuo,0.5974842767295597,95,64,Madinside,ADC,Lucian,0.54,27,23,0 Death Zilean,SUP,Zilean,0.555327868852459,271,217
EUW1_6011756243,Schoogle,TOP,Darius,0.4634146341463415,19,22,EÐER,JGL,Taliyah,0.3333333333333333,2,4,Hi im Rofl,MID,Viktor,0.0,0,3,Eren Çalık,ADC,Sivir,0.6666666666666666,2,1,wahahaha,SUP,Pantheon,0.43478260869565216,20,26,nlaudio,TOP,Olaf,0.57,114,86,Ceulfan,JGL,Nidalee,0.5,114,114,Αzir,MID,Azir,0.5152838427947598,118,111,chaosthebaby,ADC,Twitch,0.4166666666666667,5,7,Boku wa nisemono,SUP,Galio,0.75,6,2
EUW1_6123988179,Z Y 2002,TOP,Jayce,0.5964912280701754,34,23,kuséx,JGL,Shaco,1.0,2,0,Steelinck,MID,Viktor,0.525,42,38,Feel Good YEPP,ADC,Kaisa,0.5,2,2,OfficialJanster,SUP,Zilean,0.625,5,3,DiyMarijuana,TOP,Ornn,0.5365853658536586,22,19,DON Krämissimo,JGL,JarvanIV,0.0,0,3,MY DOG ON A BEE,MID,Syndra,0.75,3,1,Hänfchenklein,ADC,Lucian,0.0,0,1,XpAo,SUP,Janna,0.0,0,1
EUW1_6141377370,LegendeCG7,TOP,Olaf,0.6157635467980296,125,78,YourWillNoHands,JGL,LeeSin,0.391304347826087,45,70,ValeProGamer,MID,Galio,0.0,0,1,ssmurf time,ADC,Samira,0.36363636363636365,8,14,CrazyBackfish,SUP,Nautilus,0.6,3,2,Daanieeeh,TOP,Camille,0.6,6,4,JaimeLesHaricots,JGL,Belveth,0.8,8,2,G1Peaker,MID,Corki,0.7209302325581395,31,12,Bloodrose8,ADC,Ashe,0.543859649122807,31,26,Sagara 95,SUP,Seraphine,0.5377049180327869,164,141
EUW1_6130428717,Çatpatgümbum31,TOP,Yorick,0.45901639344262296,28,33,CuddlePandaInc,JGL,Taliyah,0.0,0,3,MartinUno,MID,Yone,0.5382059800664452,324,278,Truthmayvary,ADC,Kaisa,0.5125,41,39,NebMaat,SUP,Pyke,0.53125,34,30,Senpaiiiii,TOP,Irelia,0.5,14,14,e2rz2er5zer2az3r,JGL,Rammus,0.5641025641025641,22,17,Mr noob prestige,MID,Akali,0.5606060606060606,37,29,Tona,ADC,MissFortune,0.6226415094339622,66,40,Goldielock,SUP,Janna,0.5270758122743683,146,131
EUW1_6112759636,Good Guy Gary,TOP,Illaoi,0.575,23,17,just Relâx,JGL,Viego,0.8,4,1,slam 3lekm,MID,Sylas,0.46153846153846156,6,7,Mircsbi,ADC,MissFortune,0.5555555555555556,10,8,Eddie Muηsoη,SUP,Morgana,0.5897435897435898,23,16,DagggerArt,TOP,Sett,0.0,0,1,MeJglMeGank,JGL,Belveth,0.45454545454545453,5,6,ZêroSama,MID,Swain,0.75,18,6,Pas Très Charlie,ADC,Ashe,0.3333333333333333,1,2,Maledicta sum,SUP,Velkoz,0.4772727272727273,21,23
EUW1_6063159194,Incase,TOP,Aatrox,0.7222222222222222,13,5,8 Grimm,JGL,Kayn,0.625,5,3,Kata x Gwen,MID,Irelia,0.6428571428571429,9,5,iKún,ADC,MissFortune,0.7,14,6,ComandoESP,SUP,Zyra,1.0,1,0,Hugo Ikke hugge,TOP,Renekton,0.32,8,17,Bing Bοng,JGL,Shaco,0.5604395604395604,51,40,Êlijah Mikaelson,MID,Lux,0.4117647058823529,7,10,LobsterTheLarry,ADC,Jhin,0.2857142857142857,2,5,MichaeltMjRf,SUP,TahmKench,0.5,17,17
EUW1_5895298180,catboicarti,TOP,Irelia,0.7,14,6,Hannerup,JGL,Graves,0.42857142857142855,3,4,NaseRnex,MID,Garen,-1.0,-1,-1,Shínobu Kochó,ADC,Caitlyn,0.0,0,1,br4nd,SUP,Lux,-1.0,-1,-1,choex,TOP,Yone,0.5833333333333334,21,15,WinteRScreaM,JGL,MonkeyKing,0.5,1,1,koshmarich,MID,Ahri,0.5,97,97,ROAÐKILL,ADC,Ziggs,1.0,1,0,eiπplus1equals0,SUP,Senna,0.43478260869565216,10,13
EUW1_5930356228,Me and 4genaotan,TOP,Ornn,0.609271523178808,92,59,Pomona Sprout,JGL,Hecarim,0.4424778761061947,100,126,RÉSERVOIR,MID,Velkoz,0.4166666666666667,15,21,captainjackarrow,ADC,Ashe,0.5531914893617021,182,147,ZiIæn,SUP,Zilean,0.6355140186915887,136,78,DrunkenBlade0,TOP,Chogath,0.5,9,9,Wee  Aree ZED,JGL,Zed,0.43137254901960786,22,29,SWAGLORD1,MID,Tryndamere,0.3333333333333333,1,2,A1exBeta,ADC,Zeri,0.5,4,4,SynoTiks,SUP,Renata,-1.0,-1,-1
EUW1_6141799476,Kεvin,TOP,Garen,0.5454545454545454,6,5,Karrnaa,JGL,Kayn,0.0,0,1,Fernit28,MID,Viktor,0.5094339622641509,27,26,BrunoSoH,ADC,Tristana,0.2857142857142857,4,10,Sickest,SUP,Leona,-1.0,-1,-1,zodiacwinner,TOP,DrMundo,0.6,39,26,Boobiji,JGL,Sejuani,-1.0,-1,-1,genni93,MID,Velkoz,1.0,2,0,Its bwoken,ADC,Lucian,0.25,4,12,Xaminix,SUP,Sylas,0.5,2,2
EUW1_6138841264,matvosboy,TOP,Fiora,0.5147679324894515,122,115,Asturia,JGL,Kayn,0.375,3,5,Drøøpy,MID,Sylas,0.3333333333333333,2,4,Curtain Call 4,ADC,Jhin,0.5449275362318841,376,314,Ho Tartaros,SUP,Zyra,0.594059405940594,60,41,SiuLung,TOP,Kayle,0.5153846153846153,67,63,Nerwylare,JGL,LeeSin,0.5,3,3,El Tunisiano,MID,Vayne,0.46153846153846156,6,7,Adsche Tönnsen,ADC,Ezreal,0.5,5,5,Macsen,SUP,Janna,1.0,2,0
EUW1_6075856218,Marko3G,TOP,Karthus,0.508578431372549,415,401,Dragodon,JGL,Poppy,0.3333333333333333,7,14,Better Trollpick,MID,Akali,0.5,1,1,otpKalistamain,ADC,TwistedFate,0.5555555555555556,5,4,KangTheConqueror,SUP,Zilean,0.5642857142857143,158,122,9Nine9,TOP,Gnar,0.5294117647058824,9,8,Alkalino,JGL,Shaco,0.5142857142857142,54,51,The Better JGL,MID,Vladimir,0.3333333333333333,3,6,Born To Vayne,ADC,Ezreal,0.47761194029850745,32,35,eLx Mojo,SUP,Amumu,0.3333333333333333,1,2
EUW1_6087231288,OMNI Ludicrous,TOP,Darius,0.5192307692307693,27,25,its 3372,JGL,Kindred,-1.0,-1,-1,rtqtayr,MID,Yasuo,0.4634146341463415,19,22,Cαroline,ADC,MissFortune,0.3333333333333333,1,2,AZbrothers,SUP,Pyke,0.550561797752809,49,40,300 Jele,TOP,Fiora,-1.0,-1,-1,iurivory GaReN1,JGL,RekSai,-1.0,-1,-1,woshiwajueji,MID,Corki,0.6666666666666666,16,8,medio de keta,ADC,Caitlyn,0.5211267605633803,37,34,Tortacuga,SUP,Lulu,0.5789473684210527,88,64
EUW1_6140098237,tweeteru,TOP,Kaisa,-1.0,-1,-1,I Love Metal 666,JGL,Viego,0.0,0,1,PRIMEUS4,MID,Yone,0.75,3,1,Števee,ADC,Jinx,0.5813953488372093,25,18,Dior Aranel,SUP,Lulu,0.25,1,3,Send Lewds,TOP,Gwen,-1.0,-1,-1,opvp,JGL,Talon,-1.0,-1,-1,MKNeo,MID,Azir,-1.0,-1,-1,Khachi,ADC,Ashe,-1.0,-1,-1,OSKVAJ,SUP,Yuumi,0.5,2,2
EUW1_6141875432,Bizzare hoovy,TOP,Malphite,-1.0,-1,-1,ˇεˇ,JGL,Hecarim,0.5714285714285714,4,3,IgRizz,MID,Vladimir,1.0,1,0,Jhinmainksta,ADC,Jhin,0.5296167247386759,304,270,ThisFcngkNokk3r,SUP,KogMaw,0.75,6,2,jai le seum,TOP,Aatrox,0.2857142857142857,2,5,WE CAN WIN FOCUS,JGL,Evelynn,0.5,3,3,Heinieho,MID,Syndra,0.6149425287356322,107,67,Twinktopia,ADC,Samira,0.391304347826087,9,14,XeranH,SUP,Swain,0.29411764705882354,5,12
EUW1_5939087834,V4RDEK,TOP,Vayne,-1.0,-1,-1,SancioPanza90,JGL,Volibear,1.0,1,0,lockio13,MID,Seraphine,-1.0,-1,-1,ZoroDaisenSekai,ADC,Tristana,0.5,2,2,Kivjarottino,SUP,Trundle,-1.0,-1,-1,HalalGamer123,TOP,Singed,0.6666666666666666,2,1,Dylan Brady,JGL,Kayn,0.5,1,1,AŁONE,MID,Yasuo,0.2222222222222222,2,7,sus drip,ADC,Twitch,0.6666666666666666,6,3,slave labour,SUP,Janna,0.42857142857142855,6,8
EUW1_6134236227,All Hail leloûch,TOP,Jax,0.0,0,1,ZéÐÐ,JGL,Poppy,0.0,0,1,DMTK Shade,MID,Viktor,0.610655737704918,149,95,WE Eiskalt,ADC,Lucian,0.4608695652173913,53,62,Anandercesla,SUP,Nami,0.6451612903225806,20,11,Zhesyu,TOP,Yasuo,0.49606299212598426,63,64,Varken,JGL,Maokai,0.5416666666666666,13,11,misschien niels,MID,Akali,1.0,1,0,94raphael,ADC,Kaisa,0.5389830508474577,159,136,Tracat,SUP,Belveth,0.50920245398773,83,80
EUW1_6108907461,Benniz,TOP,Nasus,-1.0,-1,-1,DontTuchMaCrab,JGL,Elise,0.0,0,1,nêver lost hope,MID,Syndra,0.0,0,1,Miphas Revenge,ADC,Draven,-1.0,-1,-1,Samara69,SUP,Nami,0.45454545454545453,5,6,Artuschka,TOP,Teemo,0.25,1,3,DRG Derding,JGL,Vi,-1.0,-1,-1,Elo Messias,MID,Orianna,-1.0,-1,-1,Orcainus,ADC,Ezreal,0.3125,5,11,Filola,SUP,Morgana,0.8333333333333334,5,1
